Title,Rating,Link,Description,Cast,Directors,Producers,Genres,Themes
Eternity,4.06,https://letterboxd.com/film/eternity-2017/,A couple of elderlies try to survive in Los Andes of Peru while they wait for their son.,"['Vicente Catacora', 'Rosa Nina']",['Óscar Catacora'],['Tito Catacora'],['Drama'],[]
Agnès Varda: From Here to There,4.06,https://letterboxd.com/film/agnes-varda-from-here-to-there/,"Agnès Varda takes us on a journey of discovery as she travels the globe—from Stockholm to St. Petersburg, Lisbon to Rio de Janeiro, Mexico City to Los Angeles—meeting with friends, artists, and fellow filmmakers.","['Agnès Varda', 'Mathieu Demy', 'Rosalie Varda', 'Jeanne Moreau', 'Jean-Louis Trintignant', 'Anouk Aimée', 'Michel Piccoli', 'Manoel de Oliveira']",['Agnès Varda'],[],['Documentary'],[]
National Theatre Live: The Lehman Trilogy,4.06,https://letterboxd.com/film/national-theatre-live-the-lehman-trilogy/,"On a cold September morning in 1844 a young man from Bavaria stands on a New York dockside. Dreaming of a new life in the new world. He is joined by his two brothers and an American epic begins. 163 years later, the firm they establish – Lehman Brothers – spectacularly collapses into bankruptcy, and triggers the largest financial crisis in history.","['Simon Russell Beale', 'Ben Miles', 'Adam Godley', 'Gary Bland']","['Sam Mendes', 'Matthew Amos']","['Stefano Massini', 'Ben Power']",['Drama'],[]
The Prince of Egypt,4.06,https://letterboxd.com/film/the-prince-of-egypt/,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.","['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock', 'Jeff Goldblum', 'Danny Glover', 'Patrick Stewart', 'Helen Mirren', 'Steve Martin', 'Martin Short', 'Bobby Motown', 'Eden Riegel', 'Ofra Haza', 'James Avery', 'Aria Noelle Curzon', 'Stephanie Sawyer', 'Francesca Marie Smith', 'Shira Roth', 'Michel Patrician', 'Christopher Rodriguez Marquette', 'Justin Timsit', 'Andrew Johnson', 'Jack Angel', 'Amick Byram', 'Brenda Chapman', 'Sally Dworsky', 'Jon Robert Hall', 'Phillip Ingram', 'Brian Stokes Mitchell', 'Show All…', 'Linda Shayne', 'Brian Tochi', 'Mariah Carey', 'Whitney Houston']","['Steve Hickner', 'Brenda Chapman', 'Simon Wells']","['Jeffrey Katzenberg', 'Sandra Rabins', 'Penney Finkelman Cox', 'Ron Rocha']","['Adventure', 'Family', 'Animation', 'Drama']","['Faith and religion', 'Epic history and literature', 'Song and dance', 'Faith and spiritual journeys', 'Religious faith, sin, and forgiveness', 'Fairy-tale fantasy and enchanted magic', 'Dazzling vocal performances and musicals', 'Holiday joy and heartwarming Christmas']"
Hovering Over the Water,4.06,https://letterboxd.com/film/hovering-over-the-water/,"Laura Rossellini, a widow from Rome, vacations on the Algarve coast one hot summer. One day while sunbathing, she finds a wounded man named Robert drifting in the surf on a rubber raft. She takes him home, and, after he is revived, learns his story. As they talk, their mutual attraction grows, until a group of armed men suddenly arrive looking for Robert.","['Laura Morante', 'Philip J. Spinelli', 'Manuela de Freitas', 'Georges Claisse', 'Teresa Villaverde', 'Sérgio Antunes', 'Rita Figueiredo', 'Frederick Ooms', 'Haddy Moss', 'Gerd Volkmar', 'João César Monteiro', 'Conceição Guerra']",['João César Monteiro'],['João César Monteiro'],"['Drama', 'Romance']",[]
Varda by Agnès,4.06,https://letterboxd.com/film/varda-by-agnes/,"An unpredictable documentary from a fascinating storyteller, Agnès Varda’s last film sheds light on her experience as a director, bringing a personal insight to what she calls ""cine-writing,"" traveling from Rue Daguerre in Paris to Los Angeles and Beijing.","['Agnès Varda', 'Sandrine Bonnaire', 'Nurith Aviv']",['Agnès Varda'],['Rosalie Varda'],['Documentary'],"['Humanity and the world around us', 'Captivating relationships and charming romance', 'Surreal and thought-provoking visions of life and death', 'Charming romances and delightful chemistry', 'Emotional and captivating fantasy storytelling']"
FEUD,4.06,https://letterboxd.com/film/feud-2017/,"Anthology series of famous feuds with the first season based on the legendary rivalry between Bette Davis and Joan Crawford which began early on their careers, climaxed on the set of ""Whatever Happened to Baby Jane?"" and evolved into an Oscar vendetta.","['Tom Hollander', 'Naomi Watts', 'Diane Lane', 'Chloë Sevigny', 'Calista Flockhart', 'Demi Moore', 'Molly Ringwald', 'Treat Williams', 'Joe Mantello', 'Russell Tovey', 'Jared Reinfeldt']","['Ryan Murphy', 'Gwyneth Horder-Payton', 'Liza Johnson', 'Tim Minear', 'Helen Hunt']",['Laurence Leamer'],['Drama'],"['Humanity and the world around us', 'Powerful stories of heartbreak and suffering']"
Flavors of Iraq,4.06,https://letterboxd.com/film/flavors-of-iraq/,"The Fatiha is the first sura of the Koran. In Muslim tradition, it is also the name used for the ceremony to pay tribute to the deceased. Today, it's Amir’s Fatiha, Feurat Alani’s father, a French and Iraqi journalist. It’s the opportunity for his friends and family to reflect on Amir's story, and for Feurat to revisit his own story and Iraq's history.","['Malik Zidi', 'Samir Saed', 'Hameed Shaker', 'Hanna Souad']",['Léonard Cohen'],"['Thomas Zribi', 'Emmanuel-Alain Raynal']","['Documentary', 'Animation']",[]
Hospital,4.06,https://letterboxd.com/film/hospital-1970/,"Daily activities of the Metropolitan Hospital in New York City, with emphasis on the emergency ward and outpatient clinics. The cases depicted illustrate how medical expertise, availability of resources, organizational considerations and the nature of communication among the staff and patients affect the delivery of health care.",[],['Frederick Wiseman'],['Frederick Wiseman'],['Documentary'],[]
Three Men and a Leg,4.06,https://letterboxd.com/film/three-men-and-a-leg/,"Friends Aldo, Giovanni, and Giacomo travel from north to south for Giacomo's wedding: the father of the bride, a tyrannical rich man who is both their boss and father-in-law—since Aldo and Giovanni have also married into the family—has entrusted them with a costly piece of modern art, one that looks just like a rather unremarkable wooden leg.","['Aldo Baglio', 'Giovanni Storti', 'Giacomo Poretti', 'Marina Massironi', 'Carlo Croccolo', 'Maria Pia Casilio', 'Luciana Littizzetto', 'Gaetano Amato', 'Margherita Antonelli', 'Saturno Brioschi', 'Giorgio Centamore', 'Mohamed El Sayed', 'Cesare Gallarini', 'Eleonora Mazzoni', 'Rosalina Neri', 'Vittoria Piancastelli', 'Rodolfo Rezzoli', 'Stefano Rossetti', 'Antonio Rucco', 'Augusto Zucchi', 'Roberto Mannino']","['Massimo Venier', 'Aldo Baglio', 'Giovanni Storti', 'Giacomo Poretti']","['Marco Poccioni', 'Marco Valsania', 'Paolo Guerra']",['Comedy'],[]
Nine Inch Nails: Beside You in Time,4.06,https://letterboxd.com/film/nine-inch-nails-beside-you-in-time/,"Capturing the powerful intensity and artistry of Nine Inch Nails' amazing live performances during the 2005-2006 “Live: With Teeth” Tour, the Beside You In Time concert film showcases the band in peak form. A visually stunning experience with an array of inventive and ingenious lighting designs that draws the viewer in while focusing the force of NIN’s epic sound into visual form.","['Alessandro Cortini', 'Josh Freese', 'Aaron North', 'Trent Reznor', 'Jeordie White', 'Jerome Dillon']",['Rob Sheridan'],['Bart Lipton'],['Music'],[]
Doomed Love,4.06,https://letterboxd.com/film/doomed-love/,A story about doomed love between two people from different worlds and the impact in their lives. Based on the novel of the same name by Portuguese writer Camilo Castelo Branco.,"['António Sequeira Lopes', 'Cristina Hauser', 'Elsa Wallencamp', 'Henrique Viana', 'António Costa', 'Ruy Furtado', 'Ricardo Pais', 'María Dulce', 'Maria Barroso', 'João Bénard da Costa', 'Adelaide João', 'Lia Gama', 'Manuela de Freitas', 'Vanda França', 'Manuela de Melo', 'Pedro Pinheiro', 'Henrique Espírito Santo', 'João César Monteiro', 'Salomé Guerreiro', 'Manoel de Oliveira', 'Lídia Franco', 'Carmen Santos']",['Manoel de Oliveira'],['Paulo Branco'],['Drama'],[]
Bad Buddy,4.06,https://letterboxd.com/film/bad-buddy/,"At university, two young men raised to hate each other find music and love instead, forcing them to question family legacies and choose their own path.","['Korapat Kirdpan', 'Pawat Chittsawangdee', 'Pattranite Limpatiyakorn', 'Pansa Vosbein', 'Jitaraphol Potiwihok', 'Sattabut Laedeke', 'Natarit Worakornlertsith', 'Theepakorn Kwanboon', 'Thakorn Promsatitkul', 'Pakin Kuna-anuwit', 'Pattamawan Kaomulkadee', 'Putthipong Sriwat', 'Passin Reungwoot', 'Paradee Wongsawat', 'Chertsak Pratumsrisakhon']",['Noppharnach Chaiyahwimhon'],"['Pratchaya Thavornthummarut', 'Pongsate Lucksameepong', 'Kittisak Kongka']","['Drama', 'Comedy']","['Moving relationship stories', 'Emotional LGBTQ relationships', 'Touching and sentimental family stories', 'Powerful stories of heartbreak and suffering']"
Planetes,4.06,https://letterboxd.com/film/planetes/,"In the year 2075, mankind has reached a point where journeying between Earth, the moon and the space stations is part of daily life. However, the progression of technology in space has also resulted in the problem of the space debris, which can cause excessive and even catastrophic damage to spacecrafts and equipment.","['Kazunari Tanaka', 'Satsuki Yukino', 'Takehito Koyasu', 'Ai Orikasa', 'Tetsuo Goto', 'Yoshihiro Okada']","['Masaki Kitamura', 'Megumi Yamamoto', 'Hiroshi Ishiodori', 'Kazuya Murata', 'Masami Furukawa', 'Tatsuya Igarashi']","['Jun Yukawa', 'Yoshitaka Kawaguchi']",['Animation'],[]
House of Hummingbird,4.06,https://letterboxd.com/film/house-of-hummingbird/,"14-year-old Eun-hee moves through life like a hummingbird searching for a taste of sweetness wherever she may find it. Ignored by her parents and abused by her brother, she finds her escape by roaming the neighborhood with her best friend, going on adventures, and exploring young love.","['Park Ji-hu', 'Kim Sae-byuk', 'Seol Hye-in', 'Jeong In-gi', 'Lee Seung-yeon', 'Park Soo-yeon', 'Son Sang-yeon', 'Kil Hae-yeon', 'Kim Mi-hyang', 'Lee Sun-ju', 'Park Seo-yun', 'Lee Jong-yoon', 'Park Yoon-hee', 'Kim Jong-goo', 'Yoon Tae-hee']",['Kim Bora'],"['Zoe Sua Cho', 'Kim Bora', 'Yoon Ick-jun']",['Drama'],"['Moving relationship stories', 'Powerful stories of heartbreak and suffering', 'Tragic sadness and captivating beauty', 'Emotional and touching family dramas', 'Touching and sentimental family stories', 'Emotional teen coming-of-age stories']"
"Metallica: Live Shit - Binge & Purge, Seattle 1989",4.06,https://letterboxd.com/film/metallica-live-shit-binge-purge-seattle-1989/,"Live concert from the ""Damaged Justice"" tour. Recorded at the Seattle Coliseum, Seattle, Washington, on August 29 and 30, 1989.","['James Hetfield', 'Lars Ulrich', 'Kirk Hammett', 'Jason Newsted']",['Michael Salomon'],[],['Music'],[]
From the Notebook of...,4.06,https://letterboxd.com/film/from-the-notebook-of/,"Shot in Florence, the film draws on Leonardo da Vinci’s notebooks and Paul Valéry’s essay on da Vinci’s creative process to explore parallels between Renaissance space and the moving image. Beavers employs rapid pans and tilts along the city’s facades, interspersed with glimpses of his own face, linking camera movement to the filmmaker’s investigative gaze. The work marks a turning point in his practice, foregrounding presence and perception as central to his method. (Note: The film was re-edited and re-released in 1999.)","['Robert Beavers', 'Gregory J. Markopoulos']",['Robert Beavers'],['Robert Beavers'],['Documentary'],[]
Patria,4.06,https://letterboxd.com/film/patria-2020-1/,"A look at the impact of Spain’s Basque conflict on ordinary people on both sides, such as the widow of a man killed by the ETA who returns to her home village after the 2011 ceasefire between the separatist group and the Spanish government, and her former intimate friend, the mother of a jailed terrorist.","['Elena Irureta', 'Ane Gabarain', 'Iñigo Aranbarri', 'Susana Abaitua', 'José Ramón Soroiz', 'Mikel Laskurain', 'Jon Olivares', 'Loreto Mauleón', 'Eneko Sagardoy', 'María Isabel Díaz Lago', 'Chechu Salgado', 'Lander Otaola', 'Patxi Santamaría', 'Nagore Aranburu', 'Richard Sahagún', 'Urko Olazábal', 'Manuel Morón', 'Jon Plazaola', 'Borja Espinosa']","['Félix Viscarret', 'Óscar Pedraza']",['Aitor Gabilondo'],"['Crime', 'Drama']",[]
The Dawn Wall,4.06,https://letterboxd.com/film/the-dawn-wall/,"The definitive film on the climb that captured headlines and ignited imaginations worldwide. Tommy Caldwell and Kevin Jorgeson ascend the hardest big wall of all time: a 19 day ascent of The Dawn Wall, on the 3,000 foot vertical face of El Capitan, in Yosemite National Park. The film travels deeper than the climb, digging into the history of the climbers and painting an intimate portrait of Caldwell's harrowing life experiences that culminated in a single-minded drive to complete this impossible climb. The Dawn Wall is a heart-warming and inspiring movie that celebrates perseverance, camaraderie, and the universal spirit of dreaming big, and never giving up.","['Tommy Caldwell', 'John Branch', 'Kevin Jorgeson', 'Beth Rodden', 'Becca Pietsch']","['Peter Mortimer', 'Josh Lowell']",['Josh Lowell'],"['Adventure', 'Documentary']",[]
The Farewell,4.06,https://letterboxd.com/film/the-farewell-2019/,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,"['Zhao Shuzhen', 'Awkwafina', 'X Mayo', 'Hong Lu', 'Hong Lin', 'Tzi Ma', 'Diana Lin', 'Yang Xuejian', 'Becca Khalil', 'Jiang Yongbo', 'Han Chen', 'Aoi Mizuhara', 'Li Xiang', 'Hongli Liu', 'Zhang Shimin', 'Zhang Jing', 'Jinhang Liu', 'Xi Lin', 'Shi Lichen', 'Lin Wang', 'Yue Xin', 'Xiaoxiao Sun', 'Dong Li', 'Puxia Qin', 'Ruiqi Wang', 'Jim Liu', 'Yuqiu Geng', 'Yuzhuo Wang', 'Shouchang Xiao', 'Show All…', 'Yonghua Zhao', 'Zuohai Jiang', 'Xinyang Lv', 'Jing Chen', 'Weifeng Sun', 'Diane Dehn', 'Ines Laimins', 'Johnny Michaels', 'Gil Perez-Abraham']",['Lulu Wang'],"['Lulu Wang', 'Marc Turtletaub', 'Peter Saraf', 'Dan Balgoyen', 'Joshua M. Cohen', 'Anita Gou', 'Daniele Tate Melia', 'Andrew Miano', 'Chris Weitz', 'Jane Zheng']","['Drama', 'Comedy']","['Moving relationship stories', 'Touching and sentimental family stories', 'Tragic sadness and captivating beauty', 'Powerful stories of heartbreak and suffering', 'Emotional and touching family dramas', 'Heartbreaking and moving family drama']"
The Circus,4.06,https://letterboxd.com/film/the-circus/,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.","['Charlie Chaplin', 'Al Ernest Garcia', 'Merna Kennedy', 'Harry Crocker', 'George Davis', 'Henry Bergman', 'Tiny Sandford', 'John Rand', 'Steve Murphy', 'Albert Austin', 'Chester A. Bachman', 'Eugene Barry', 'Jack Bernard', 'Stanley Blystone', 'Heinie Conklin', 'Toraichi Kono', 'H.L. Kyle', 'Betty Morrissey', 'Jack Pierce', 'Wyn Ritchie Evans', 'Hugh Saxon', 'Doc Stone', 'Armand Triller', 'Max Tyron']",['Charlie Chaplin'],['Charlie Chaplin'],"['Romance', 'Drama', 'Comedy']","['Crude humor and satire', 'Relationship comedy', 'Gags, jokes, and slapstick humor', 'Catchy songs and hilarious musical comedy', 'Funny jokes and crude humor', 'Amusing jokes and witty satire', 'Touching and sentimental family stories']"
Winnie-the-Pooh,4.06,https://letterboxd.com/film/winnie-the-pooh-1969/,"According to Winnie-the-Pooh himself, bears love honey very much. That's why it always runs out very quickly. And you can't do without honey, so Winnie, along with Piglet, sets off for a tall tree with a beehive hanging from it. Winnie fearlessly climbs up to the beehive on a balloon, singing a song about a little cloud.","['Evgeni Leonov', 'Iya Savvina', 'Vladimir Osenev']",['Fyodor Khitruk'],"['Boris Zakhoder', 'Fyodor Khitruk']","['Family', 'Animation']",[]
Emicida: AmarElo – Ao Vivo,4.06,https://letterboxd.com/film/emicida-amarelo-ao-vivo/,"To the beat of his avant-garde and eclectic rhythms, Brazilian rapper Emicida performs hits from his album AmarElo at the São Paulo Municipal Theater.","['Emicida', 'Henrique Vieira', 'Pabllo Vittar', 'MC Tha', 'Drik Barbosa', 'Rael', 'Jé Santiago', 'Fernanda Montenegro']",['Fred Ouro Preto'],[],"['Documentary', 'Music']",[]
Shoeshine,4.06,https://letterboxd.com/film/shoeshine/,"Two shoeshine boys in postwar Rome, Italy save up to buy a horse, but their involvement as dupes in a burglary lands them in juvenile prison; the experience take a devastating toll on their friendship.","['Franco Interlenghi', 'Rinaldo Smordoni', 'Annielo Mele', 'Bruno Ortenzi', 'Emilio Cigoli', 'Gino Saltamerenda', 'Peppino Spadaro', 'Antonio Nicotra', 'Leo Garavaglia']",['Vittorio De Sica'],['Paolo William Tamburella'],['Drama'],"['War and historical adventure', 'Violent crime and drugs']"
given,4.06,https://letterboxd.com/film/given-2019/,"Ritsuka’s lost his spark for music—until he hears Mafuyu sing. One voice pulls him back in, and suddenly, everything starts to change between them.","['Shogo Yano', 'Yuma Uchida', 'Masatomo Nakazawa', 'Takuya Eguchi', 'Fumiya Imai']",['Hikaru Yamaguchi'],['Miho Matsumoto'],"['Animation', 'Drama']",[]
Strangers on a Train,4.06,https://letterboxd.com/film/strangers-on-a-train/,A charming psychopath tries to coerce a tennis star into his theory that two strangers can commit the perfect crime by exchanging murders—each killing the other’s most-hated person.,"['Farley Granger', 'Ruth Roman', 'Robert Walker', 'Leo G. Carroll', 'Patricia Hitchcock', 'Kasey Rogers', 'Marion Lorne', 'Jonathan Hale', 'Howard St. John', 'John Brown', 'Norma Varden', 'Robert Gist', 'Brooks Benedict', 'John Doucette', 'Harry Hines', 'Alfred Hitchcock', 'Paul McGuire', 'Oliver Cross', 'Tom Ferrandini', 'Stuart Hall', 'Joel Allen', 'Murray Alper', 'Monya Andre', 'Benjie Bancroft', 'Harry Baum', 'Al Bridge', 'Joe Brooks', 'John Butler', 'Leonard Carey', 'Show All…', 'Edward Clark', 'Jack Cushingham', 'John Daheim', 'Marilyn Dialon', 'Jay Eaton', 'Roy Engel', 'Herbert Evans', 'Franklyn Farnum', 'Tommy Farrell', 'Sam Flint', 'Kay Garrett', 'Robert Haines', 'Sam Harris', 'Edward Hearn', 'Al Hill', 'Mary Alan Hokanson', 'Edna Holland', 'J. Louis Johnson', 'Fred Kelsey', 'Mike Lally', 'Perc Launders', 'Louis Lettieri', 'George Magrill', 'Charles Marsh', 'Thomas Martin', 'David McMahon', 'Charles Meredith', 'Ralph Moody', 'Mike Morelli', 'Roland Morris', 'Odette Myrtil', 'Richard Neill', 'Barry Norton', ""Spec O'Donnell"", 'Paul Panzer', 'Minna Phillips', 'Anthony Redondo', 'Georges Renavent', 'Suzanne Ridgway', 'Dick Ryan', 'Charles Sherlock', 'Janet Stewart', 'Brick Sullivan', 'Shirley Tegge', 'Laura Treadwell', 'Joe Warfield', 'Howard Washington', 'Dick Wessel', 'Chalky Williams', 'Robert B. Williams']",['Alfred Hitchcock'],['Alfred Hitchcock'],"['Thriller', 'Crime']","['Thrillers and murder mysteries', 'Intense violence and sexual transgression', 'Suspenseful crime thrillers', 'Twisted dark psychological thriller', 'Intriguing and suspenseful murder mysteries', 'Noir and dark crime dramas', 'Gripping, intense violent crime']"
The Hill,4.06,https://letterboxd.com/film/the-hill/,"North Africa, World War II. British soldiers on the brink of collapse push beyond endurance to struggle up a brutal incline. It's not a military objective. It's The Hill, a manmade instrument of torture, a tower of sand seared by a white-hot sun. And the troops' tormentors are not the enemy, but their own comrades-at-arms.","['Sean Connery', 'Harry Andrews', 'Ian Bannen', 'Alfred Lynch', 'Ossie Davis', 'Roy Kinnear', 'Jack Watson', 'Ian Hendry', 'Michael Redgrave', 'Norman Bird', 'Neil McCarthy', 'Howard Goorney', 'Tony Caunter', 'James Payne']",['Sidney Lumet'],"['Kenneth Hyman', 'Raymond Anzarut']","['Drama', 'War']","['War and historical adventure', 'Military combat and heroic soldiers', 'Historical battles and epic heroism', 'Nazis and World War II', 'Brutal, violent prison drama', 'Racism and the powerful fight for justice']"
Eros + Massacre,4.06,https://letterboxd.com/film/eros-massacre/,Two interwoven stories. The first is a biography of anarchist Sakae Osugi which follows his relationship with three women in the 1920s. The second centers around two 1960s students researching Osugi's theories.,"['Mariko Okada', 'Toshiyuki Hosokawa', 'Yūko Kusunoki', 'Etsushi Takahashi', 'Masako Yagi', 'Taiko Shinbashi', 'Kazuko Inano', 'Kinji Matsueda', 'Takehiko Takagi', 'Yoshisada Sakaguchi', 'Toshiko Ii', 'Midori Tamai', 'Daijirō Harada', 'Kyuzo Kawabe', 'Kikuo Kaneuchi', 'Kazunori Miyazaki', 'Katsuya Kobayashi', 'Kei Yoshimizu', 'Kazuko Kui', 'Atsuko Murata', 'Fumiaki Sakabe', 'Yoshihide Goto']",['Yoshishige Yoshida'],"['Masahiro Yamada', 'Yoshishige Yoshida']","['Drama', 'History', 'Romance']",[]
Boy,4.06,https://letterboxd.com/film/boy-2010/,"Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.","['James Rolleston', 'Te Aho Aho Eketone-Whitu', 'Taika Waititi', 'Moerangi Tihore', 'Cherilee Martin', 'RickyLee Waipuka-Russell', 'Haze Reweti', 'Maakariini Butler', 'Rajvinder Eria', 'Manihera Rangiuaia', 'Darcy Ray Flavell-Hudson', 'Rachel House', 'Waihoroi Shortland', 'Cohen Holloway', 'Pana Hema-Taylor', 'Tuhoro Ranihera Christie', 'Craig Hall', 'Mavis Paenga', 'Ngapaki Emery', 'Ngaru-toa Puru', 'Hoanihuhi Takotohiwi', 'Tainui Callaghan', 'Manaia Callaghan', 'Ei Kura Albert', 'Montana Te Kani-Williams', 'Rangiteaorere Raki', 'Wairangi Herewini', 'Waimihi Hotere', ""Heke-turoa 'Panache' Ropitini"", 'Show All…', 'Ruataarehu Waititi', 'Te Urikore Waititi-Lake', 'Stu Rutherford', 'Justiun Haiu', 'Jarod Rawiri', 'Francis Kora', 'Chris Graham', 'Kereama Wright', 'Madeleine Sami', 'Billy Mizer']",['Taika Waititi'],"['Cliff Curtis', 'Richard Fletcher', 'Ainsley Gardiner', 'Emanuel Michael', 'Merata Mita']","['Drama', 'Comedy']","['Moving relationship stories', 'Emotional and touching family dramas', 'Touching and sentimental family stories', 'Powerful stories of heartbreak and suffering', 'Quirky and endearing relationships', 'Heartbreaking and moving family drama']"
Star Wars: Clone Wars,4.06,https://letterboxd.com/film/star-wars-clone-wars-2003/,"During the Clone Wars, Jedi Master Obi-Wan Kenobi leads an assault on the planet Muunilinst, home of the Intergalactic Banking Clan; and his Padawan, Anakin Skywalker, is appointed by Supreme Chancellor Palpatine to lead the Republic’s space forces. Meanwhile, Separatist leader and Sith Lord Count Dooku takes in Force-sensitive gladiator Asajj Ventress as his Sith apprentice, and tasks her with eliminating Skywalker.","['James Arnold Taylor', 'Mat Lucas']",['Genndy Tartakovsky'],"['Genndy Tartakovsky', 'Rick McCallum', 'George Lucas', 'Brian A. Miller', 'Geraldine Symon', 'Jennifer Pelphrey', 'Claudia Katz']",['Animation'],"['Epic heroes', 'Superheroes in action-packed battles with villains', 'Action-packed space and alien sagas']"
From the Earth to the Moon,4.06,https://letterboxd.com/film/from-the-earth-to-the-moon-1998/,"The story of the United States' space program, from its beginnings in 1961 to the final moon mission in 1972.","['Tom Hanks', 'David Clennon']","['Tom Hanks', 'David Frankel', 'Lili Fini Zanuck', 'Graham Yost', 'Frank Marshall', 'Jon Turteltaub', 'Gary Fleder', 'David Carson', 'Sally Field', 'Jonathan Mostow']","['Janace Tashjian', 'Bruce Richmond', 'Erik Bork', 'Ron Howard', 'Terry Odem', 'Brian Grazer', 'Michael Bostick']",['Drama'],"['Politics and human rights', 'Imaginative space odysseys and alien encounters']"
Super/Man: The Christopher Reeve Story,4.06,https://letterboxd.com/film/super-man-the-christopher-reeve-story/,"Christopher Reeve portrayed the Man of Steel in four Superman films and played dozens of other roles that displayed his talent and range as an actor, before being injured in a near-fatal horse-riding accident in 1995 that left him paralyzed from the neck down. After becoming a quadriplegic, he became a charismatic leader and activist in the quest to find a cure for spinal cord injuries, as well as a passionate advocate for disability rights and care.","['Christopher Reeve', 'Will Reeve', 'Alexandra Reeve Givens', 'Gae Exton', 'Glenn Close', 'Jeff Daniels', 'Whoopi Goldberg', 'Steven Kirshblum', 'Susan Sarandon', 'Pierre Spengler', 'John Kerry', 'Brooke Ellison', 'Michael Manganiello', 'Laurie Hawkins', 'Kevin Johnson', 'Matthew Reeve', 'Richard Donner', 'Robin Williams', 'Jimmy Carter']","['Ian Bonhôte', 'Peter Ettedgui']","['Erin Sayder', 'Ian Bonhôte', 'Lizzie Gillett', 'Robert Ford']",['Documentary'],"['Moving relationship stories', 'Powerful stories of heartbreak and suffering', 'Emotional and touching family dramas', 'Heartbreaking and moving family drama', 'Touching and sentimental family stories', 'Fascinating, emotional stories and documentaries']"
Gentleman Jack,4.06,https://letterboxd.com/film/gentleman-jack/,"Halifax, West Yorkshire, England, 1832. Anne Lister attempts to revitalize her inherited home, Shibden Hall. Most notably for the time period, a part of her plan is to help the fate of her own family - by taking a wife.","['Suranne Jones', 'Sophie Rundle', 'Gemma Whelan', 'Gemma Jones', 'Timothy West', 'Rosie Cavaliero', 'Joe Armstrong', 'Amelia Bullmore', 'Shaun Dooley', 'Vincent Franklin']","['Sally Wainwright', 'Sarah Harding', 'Jennifer Perrott']",['Phil Collinson'],['Drama'],"['Humanity and the world around us', 'Passion and romance', 'Charming romances and delightful chemistry', 'Emotional LGBTQ relationships', 'Laugh-out-loud relationship entanglements', 'Captivating relationships and charming romance']"
All That Heaven Allows,4.06,https://letterboxd.com/film/all-that-heaven-allows/,"Two different social classes collide when Cary Scott, a wealthy upper-class widow, falls in love with her much younger and down-to-earth gardener, prompting disapproval and criticism from her children and country club friends.","['Jane Wyman', 'Rock Hudson', 'Agnes Moorehead', 'Conrad Nagel', 'Virginia Grey', 'Gloria Talbott', 'William Reynolds', 'Charles Drake', 'Hayden Rorke', 'Jacqueline deWit', 'Leigh Snowden', 'Donald Curtis', 'Alex Gerry', 'Nestor Paiva', 'Forrest Lewis', 'Tol Avery', 'Merry Anders', 'Helen Andrews', 'Eleanor Audley', 'Lillian Culver', 'John Davidson', 'Alan DeWitt', 'Helen Dickson', 'Donna Jo Gribble', 'Jim Hayward', 'Helene Heigh', 'David Janssen', 'Anthony Jochim', 'Paul Keast', 'Show All…', 'Jack Lomas', 'Helen Mayon', 'Joseph Mell', 'Forbes Murray', 'Vernon Rich', 'Gia Scala', 'Charles Sherlock', 'Edna Smith', 'Paul Smith', 'Rosa Turich']",['Douglas Sirk'],['Ross Hunter'],"['Drama', 'Romance']","['Moving relationship stories', 'Passion and romance', 'Captivating relationships and charming romance', 'Charming romances and delightful chemistry', 'Enduring stories of family and marital drama', 'Touching and sentimental family stories']"
Bo Burnham: What.,4.06,https://letterboxd.com/film/bo-burnham-what/,"Left brain and right brain duke it out and then belt out a tune in comedian Bo Burnham's quick and clever one-man show. As intelligent as he is lanky, Burnham cynically pokes at pop entertainment while offering unadulterated showmanship of his own.",['Bo Burnham'],"['Bo Burnham', 'Christopher Storer']",['Chris Scanlon'],"['Music', 'Comedy']",[]
Kotaro Lives Alone,4.06,https://letterboxd.com/film/kotaro-lives-alone-2022/,A lonely little boy moves into a ramshackle apartment building all on his own and makes friends with the broke manga artist who lives next door.,"['Rie Kugimiya', 'Toshiki Masuda', 'Junichi Suwabe', 'Saori Hayami']",['Mai Hasegawa'],['Yukihiro Saito'],"['Comedy', 'Animation']","['Moving relationship stories', 'Powerful stories of heartbreak and suffering', 'Touching and sentimental family stories', 'Quirky and endearing relationships', 'Emotional and captivating fantasy storytelling', 'Laugh-out-loud relationship entanglements']"
