Title,Rating,Link,Description,Cast,Directors,Producers,Genres,Themes
Revolutionary Girl Utena,4.42,https://letterboxd.com/film/revolutionary-girl-utena/,Utena is a tomboyish school girl who attends the prestigious Ohtori Academy. Her strong sense of chivalry pulls her into a series of duels with other members of the Student Council for the possession of the Rose Bride.,"['Tomoko Kawakami', 'Yuriko Fuchizaki', 'Takehito Koyasu', 'Takeshi Kusao', 'Kotono Mitsuishi', 'Aya Hisakawa', 'Yuri Shiratori', 'Jurota Kosugi', 'Hikaru Midorikawa', 'Nozomu Sasaki', 'Yuka Imai', 'Ai Orikasa', 'Chieko Honda', 'Kumiko Nishihara', 'Akiko Yajima', 'Akira Nakagawa', 'Ryotaro Okiayu', 'Noriko Hidaka', 'Maria Kawamura', 'Hiro Yuuki', 'Satomi Korogi', 'Chinami Nishimura', 'Naoko Takano', 'Emi Motoi', 'Kappei Yamaguchi', 'Hiroyuki Yoshino', 'Katashi Ishizuka', 'Takuma Suzuki']","['Toru Takahashi', 'Shingo Kaneko', 'Takashi Watanabe', 'Yukio Okazaki', 'Akihiko Nishiyama', 'Takuya Igarashi', 'Katsushi Sakurabi', 'Takafumi Hoshikawa', 'Shigeo Koshi', 'Hiroaki Sakurai', 'Hayato Date', 'Yoshiaki Iwasaki', 'Kunihiko Ikuhara']","['Kunihiko Ikuhara', 'Chiho Saitō', 'Yoji Enokido', 'Yuichiro Oguro', 'Shinya Hasegawa']","['Mystery', 'Drama', 'Animation']","['Humanity and the world around us', 'Surreal and thought-provoking visions of life and death']"
Whiplash,4.42,https://letterboxd.com/film/whiplash-2014/,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Charlie Ian', 'Jayson Blair', 'Kofi Siriboe', 'Kavita Patil', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Calvin C. Winbush', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Marcus Henderson', 'Tony Baker', 'Show All…', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Joseph Oliveira']",['Damien Chazelle'],"['Jason Blum', 'Helen Estabrook', 'David Lancaster', 'Michel Litvak', 'Nicholas Britell', 'Garrick Dion', 'Stephanie Wilcox', 'Sarah Potts', 'Phillip Dawe']","['Drama', 'Music']","['Moving relationship stories', 'Student coming-of-age challenges', 'Emotional life of renowned artists', 'Powerful stories of heartbreak and suffering', 'Emotional and captivating fantasy storytelling']"
Hoop Dreams,4.42,https://letterboxd.com/film/hoop-dreams/,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.","['William Gates', 'Arthur Agee', 'Gene Pingatore', 'Steve James', 'Dick Vitale', 'Bobby Knight', 'Spike Lee', 'Isiah Thomas']",['Steve James'],"['Steve James', 'Peter Gilbert', 'Frederick Marx', 'Neil Laird']",['Documentary'],"['Underdogs and coming of age', 'Inspiring sports underdog stories', 'Student coming-of-age challenges', 'Emotional and touching family dramas', 'Fascinating, emotional stories and documentaries', 'Racism and the powerful fight for justice']"
Fanny and Alexander,4.42,https://letterboxd.com/film/fanny-and-alexander/,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.","['Bertil Guve', 'Pernilla Allwin', 'Jan Malmsjö', 'Ewa Fröling', 'Gunn Wållgren', 'Börje Ahlstedt', 'Anna Bergman', 'Kristina Adolphson', 'Erland Josephson', 'Mats Bergman', 'Jarl Kulle', 'Allan Edwall', 'Harriet Andersson', 'Gunnar Björnstrand', 'Stina Ekblad', 'Pernilla August', 'Mona Malm', 'Christina Schollin', 'Kerstin Tidelius', 'Inga Ålenius', 'Hugo Hasslo', 'Kristian Almgren', 'Carl Billquist', 'Axel Düberg', 'Siv Ericks', 'Patricia Gélin', 'Majlis Granlund', 'Maria Granlund', 'Eva von Hanno', 'Show All…', 'Sonya Hedenbratt', 'Olle Hilding', 'Svea Holst', 'Käbi Laretei', 'Lena Olin', 'Gösta Prüzelius', 'Hans Strååt', 'Emelie Werkö', 'Marianne Aminoff', 'Mona Andersson', 'Hans Henrik Lerfeldt', 'Marrit Ohlsson', 'Nils Brandt', 'Lars-Owe Carlberg', 'Gus Dahlström', 'Ernst Günther', 'Heinz Hopf', 'Sune Mangs', 'Peter Stormare', 'Maud Hyttenberg', 'Sven-Erik Jacobsson', 'Marianne Nielsen']",['Ingmar Bergman'],"['Jörn Donner', 'Renzo Rossellini', 'Daniel Toscan du Plantier']","['Mystery', 'Fantasy', 'Drama']","['Moving relationship stories', 'Humanity and the world around us', 'Heartbreaking and moving family drama', 'Powerful stories of heartbreak and suffering', 'Surreal and thought-provoking visions of life and death', 'Emotional and touching family dramas', 'Enduring stories of family and marital drama']"
The 5 Seconds of Summer Show,4.42,https://letterboxd.com/film/the-5-seconds-of-summer-show/,"The show captures the pursuit of creation, the love of the relationship 5 Seconds of Summer have with their fans and the endless boundary of what it means to be in a band.","['Luke Hemmings', 'Ashton Irwin', 'Michael Clifford', 'Calum Hood']","['Nick Lopez', 'Jason Lester']",['Nick Dunlap'],"['Comedy', 'Music', 'Documentary']",[]
A Very Sunny Christmas,4.42,https://letterboxd.com/film/a-very-sunny-christmas/,"Dennis and Dee decide to teach Frank a lesson ""A Christmas Carol""-style, and Mac and Charlie learn some shocking things about their childhood Christmas traditions.","['Charlie Day', 'Glenn Howerton', 'Rob McElhenney', 'Kaitlin Olson', 'Danny DeVito', 'David Huddleston', 'Gregory Scott Cummins', 'Sandy Martin', 'Lynne Marie Stewart', 'Pablo Schreiber', 'Ryan Michelle Bathe', 'Mike Beaver', 'Derek Waters', 'Mark Povinelli', 'Preston Bailey', 'Charlie Carter', 'Harley Graham', 'Robbie Tucker', 'Timothy E. Goodwin', 'Donovan Scott', 'Karly Rothenberg', 'Marc Anthony Samuel', 'Gary Anthony Williams', 'Michael Yurchak', 'Christopher Lloyd']",['Fred Savage'],"['Randall Einhorn', 'Jeff Luini', 'Fred Savage', 'Rob McElhenney']","['TV Movie', 'Comedy']",[]
Twenty One Pilots: Livestream Experience,4.42,https://letterboxd.com/film/twenty-one-pilots-livestream-experience/,"A one-night livestream concert performed by Twenty One Pilots on May 21, 2021, introducing their newest album ""Scaled and Icy"".","['Tyler Joseph', 'Joshua Dun', 'Mark Geiger', 'Jo Young', 'Debby Ryan', 'Jenna Joseph', 'Kaela Johnson', 'Niels van den Heuvel', 'Annie Kula', 'Christian Johnson', 'Zen Waterford', 'Azuki Umeda', 'Christina Benedetti', 'Malik Gray', 'Connor Trahan']",['Jason Zada'],"['Steven Steiner', 'Amy Davidson', 'Ashley Pimenta']",['Music'],[]
Mishima: A Life in Four Chapters,4.42,https://letterboxd.com/film/mishima-a-life-in-four-chapters/,"A fictional account of the life of Japanese author Yukio Mishima, combining dramatizations of three of his novels and a depiction of the events of November 25th, 1970.","['Ken Ogata', 'Kenji Sawada', 'Bandō Mitsugorō X', 'Toshiyuki Nagashima', 'Masayuki Shionoya', 'Hiroshi Mikami', 'Junya Fukuda', 'Yuu Tokui', 'Junkichi Orimoto', 'Naoko Ohtani', 'Go Riju', 'Masato Aizawa', 'Yuki Nagahara', 'Kyuzo Kobayashi', 'Yuki Kitazume', 'Haruko Katō', 'Hisako Manda', 'Naomi Oki', 'Miki Takakura', 'Imari Tsuji', 'Koichi Sato', 'Reisen Ri', 'Setsuko Karasuma', 'Tadanori Yokoo', 'Yasuaki Kurata', 'Mitsuru Hirata', 'Hiroshi Katsuno', 'Naoya Makoto', 'Kunihiko Ida', 'Show All…', 'Jun Negami', 'Ryō Ikebe', 'Toshio Hosokawa', 'Hideo Fukuhara', 'Yosuke Mizuno', 'Eimei Esumi', 'Minoru Hodaka', 'Masahiko Sakata', 'Alan Poul', 'Ren Ebata', 'Yasuhiro Arai', 'Fumio Mizushima', 'Shinji Miura', 'Yuichi Sato', 'Sachiko Akagi', 'Riki Harada', 'Mami Okamoto', 'Atsushi Takayama', 'Kimiko Ito', 'Kojiro Oka', 'Tatsuya Hiragaki', 'Shinichi Nosaka', 'Sachiko Hidari']",['Paul Schrader'],"['Tom Luddy', 'Mataichirô Yamamoto']",['Drama'],"['Humanity and the world around us', 'Emotional and captivating fantasy storytelling', 'Surreal and thought-provoking visions of life and death']"
Portrait of a Lady on Fire,4.42,https://letterboxd.com/film/portrait-of-a-lady-on-fire/,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.","['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras', 'Armande Boulanger', 'Guy Delamarche', 'Clément Bouyssou']",['Céline Sciamma'],"['Bénédicte Couvreur', 'Olivier Père', 'Rémi Burah', 'Véronique Cayla']","['Drama', 'Romance', 'History']","['Moving relationship stories', 'Humanity and the world around us', 'Passion and romance', 'Captivating relationships and charming romance', 'Erotic relationships and desire', 'Powerful poetic and passionate drama', 'Tragic sadness and captivating beauty']"
Garth Marenghi's Darkplace,4.42,https://letterboxd.com/film/garth-marenghis-darkplace/,"When the Hellmouth opens beneath Darkplace Hospital in downtown Romford, kiddy doctor, Vietnam veteran and ex-warlock Dr. Rick Dagless M.D. is the only man who can close it. Joined by best buddy Dr. Lucien Sanchez, fiery hospital boss Thornton Reed, and woman Liz Asher, Dagless must fight the forces of Darkness while dealing with the burden of day-to-day admin. From the chilling pen of best-selling horror writer Garth Marenghi comes this lost masterpiece of televisual terror. Dare you enter Garth's Darkplace?","['Matthew Holness', 'Matt Berry', 'Richard Ayoade', 'Alice Lowe']",['Richard Ayoade'],"['Charlie Hanson', 'Richard Grocock']","['Mystery', 'Comedy']","['Crude humor and satire', 'Gags, jokes, and slapstick humor', 'Spooky, scary comedy', 'Funny jokes and crude humor', 'Amusing jokes and witty satire', 'Dreamlike, quirky, and surreal storytelling']"
Laufey's A Night at the Symphony: Hollywood Bowl,4.42,https://letterboxd.com/film/laufeys-a-night-at-the-symphony-hollywood/,"Laufey takes the audience on a spell-binding sonic journey under the stars, performing alongside the legendary Los Angeles Philharmonic.","['Laufey', 'Thomas Wilkins', 'Junia Lin']",['Sam Wrench'],"['Jessica Roulston', 'Alex Shub']",['Music'],[]
Nirvanna the Band the Show the Movie,4.42,https://letterboxd.com/film/nirvanna-the-band-the-show-the-movie/,"When their plan to book a show at the Rivoli goes horribly wrong, Matt and Jay accidentally travel back to the year 2008.","['Matt Johnson', 'Jay McCarrol', 'Jared Raab', 'Ben Petrie', 'Ethan Eng', 'Luke Lalonde', 'Anthony Fantano', 'Zach Gendron', 'Matthew Maher']",['Matt Johnson'],"['Matt Greyson', 'Matthew Miller', 'Sydney Lloyd']","['Comedy', 'Adventure', 'Science Fiction']",[]
The Beatles: Get Back - The Rooftop Concert,4.42,https://letterboxd.com/film/the-beatles-get-back-the-rooftop-concert/,"On the 30th of January, 1969, the Beatles performed an unannounced concert from the rooftop of their Apple Corps headquarters at Savile Row, within central London's office and fashion district. Experience the final and unforgettable iconic performance of The Beatles in a special 60-minute presentation, digitally remastered into the image and sound quality of IMAX DMR technology.","['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr', 'Billy Preston', 'Yoko Ono', 'Michael Lindsay-Hogg', 'George Martin', 'Mal Evans', 'Linda McCartney', 'Maureen Starkey', 'Anthony B. Richmond', 'Glyn Johns']",['Peter Jackson'],"['Peter Jackson', 'Olivia Harrison', 'Ringo Starr', 'Clare Olssen', 'Jonathan Clyde', 'Paul McCartney', 'Yoko Ono']","['Documentary', 'Music']",[]
Gintama: The Very Final,4.42,https://letterboxd.com/film/gintama-the-very-final/,"The concluding film to the Gintama animated series, adapting the final chapters of the comic series of the same name by Hideaki Sorachi. The film covers chapters 699–704 of the original comics, with original material added in.","['Tomokazu Sugita', 'Daisuke Sakaguchi', 'Rie Kugimiya', 'Kazuya Nakai', 'Akira Ishida', 'Kenichi Suzumura', 'Takehito Koyasu', 'Susumu Chiba', 'Mikako Takahashi', 'Koichi Yamadera', 'Satoshi Hino', 'Hochu Otsuka', 'Yuu Sugimoto', 'Fumihiko Tachiki', 'Kouichi Sakaguchi', 'Toshiyuki Morikawa', 'Bin Shimada', 'Aya Hirano', 'Risa Hayamizu', 'Norio Wakamoto', 'Toshitaka Hirano', 'Kazuhiko Inoue', 'Shin-ichiro Miki', 'Yu Kobayashi', 'Satsuki Yukino', 'Hideaki Sorachi', 'Ryo Hirohashi', 'Chafurin', 'Omi Minami', 'Show All…', 'Kujira', 'Yuhko Kaida', 'Show Hayami', 'Fumiko Orikasa', 'Tetsuharu Ota', 'Shinnosuke Ogami', 'Ryunosuke Watanuki', 'Masashi Sugawara', 'Motoki Sakuma', 'Kazuki Souya', 'Fumiya Tanaka', 'Yuki Okada', 'Satoshi Niwa', 'Souru Saito', 'Serina Machiyama', 'Chinatsu Hirose', 'Gentoku Kumazawa', 'Takushi Fujikawa', 'Keisuke Hamaoka', 'Yuto Yamamoto', 'Ryunosuke Yamaguchi', 'Kayu Machida', 'Hiroki Matsuhisa']",['Chizuru Miyawaki'],"['Kazumasa Sanjouba', 'Takashi Maekawa']","['Action', 'Animation', 'Comedy']",[]
National Theatre Live: Angels In America — Part One: Millennium Approaches,4.42,https://letterboxd.com/film/national-theatre-live-angels-in-america-part-one-millennium-approaches/,The National Theatre's live theatrical production of Tony Kushner's two-part play 'Angels In America' about New Yorkers grappling with the AIDS crisis during the mid-1980s.,"['Andrew Garfield', 'Nathan Lane', 'Susan Brown', 'Denise Gough', 'Amanda Lawrence', 'James McArdle', 'Nathan Stewart-Jarrett', 'Russell Tovey', 'Stuart Angell', 'Laura Caldow', 'Claire Lambert', 'Becky Namgauds', 'Stan West', 'Lewis Wilkins']",['Marianne Elliott'],"['Ieva Bachtiarova', 'Flo Buckeridge', 'Kate Moore']",['Drama'],[]
The Lord of the Rings: The Two Towers,4.42,https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'John Rhys-Davies', 'Orlando Bloom', 'Bernard Hill', 'Miranda Otto', 'Dominic Monaghan', 'Billy Boyd', 'Christopher Lee', 'Cate Blanchett', 'Liv Tyler', 'Hugo Weaving', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'Craig Parker', 'Bruce Allpress', 'John Bach', 'Sala Baker', 'Jed Brophy', 'Sam Comery', 'Calum Gittins', 'Phil Grieve', 'Bruce Hopkins', 'Paris Howe Strewe', 'Nathaniel Lees', 'Show All…', 'John Leigh', 'Robbie Magasiva', 'Robyn Malcolm', 'Bruce Phillips', 'Robert Pollock', 'Olivia Tennet', 'Raymond Trickitt', 'Stephen Ure', 'Billy Jackson', 'Katie Jackson', 'Victoria Beynon-Cole', 'Lee Hartley', 'Frazer Anderson', 'Ben Barrington', 'Jarl Benzon', 'Jørn Benzon', 'Owen Black', 'Dorothy Anne Bonner', 'Ben Britton', 'Riley Brophy', 'Alistair Browning', 'Alix Bushnell', 'Sean Button', 'Ryan Carey', 'Rodney Cook', 'Augie Davis', 'Mana Hira Davis', 'Shane Dawson', 'Karlos Drinkwater', 'Aron Eastwood', 'Frank Edwards', 'Clint Elvy', 'Alexia Fairbrother', 'Daniel Falconer', 'Siaosi Fonua', 'Kester Fordham', 'Michael Fowler', 'Ben Fransham', 'Frank Goldingham', 'Winham Hammond', 'Jonathan Harding', 'Lucas Hayward', 'Dan Hennah', 'Jason Hood', 'Lani Jackson', 'Peter Jackson', 'Gareth Jensen', 'Sam Kelly', 'Richard Knowles', 'Sandro Kopp', 'Sam La Hood', 'Don Langridge', 'Michael Lawrence', 'Alan Lee', 'Dra McKay', 'Joseph Mika-Hunt', 'Dean Morganty', 'Henry Mortensen', 'Francis Mountjoy', 'Paul Norell', 'Barrie M. Osborne', 'Allan Poppleton', 'Gareth Reeves', 'Miranda Rivers', 'Campbell Rousselle', 'Matthew J. Saville', 'Samuel E. Shore', 'Allan Smith', 'Greg Tozer', 'Piripi Waretini', 'Tim Wong', 'John Wraight', 'Kelley Kerr Young', 'Robert Young', 'Caleb Ross', 'Sean Bean', 'John Noble']",['Peter Jackson'],"['Peter Jackson', 'Barrie M. Osborne', 'Rick Porras', 'Jamie Selkirk', 'Fran Walsh']","['Action', 'Fantasy', 'Adventure']","['Epic heroes', 'Fantasy adventure, heroism, and swordplay', 'Superheroes in action-packed battles with villains', 'Epic adventure and breathtaking battles', 'Historical battles and epic heroism', 'Emotional and captivating fantasy storytelling']"
National Theatre Live: Vanya,4.42,https://letterboxd.com/film/national-theatre-live-vanya/,"Andrew Scott brings multiple characters to life in Chekhov's Uncle Vanya, filmed live in West End, London. Hopes, dreams, and regrets are thrust into sharp focus in this one-man adaptation which explores the complexities of human emotions.",['Andrew Scott'],['Sam Yates'],['Simon Stephens'],['Drama'],[]
